                                    Name,Clock.Today,PotatoHarvestRule.Script.FinalTag,Potato.Leaf.Live.Nconc,Potato.Stem.Live.Nconc,Potato.Tuber.Live.Nconc,Potato.Leaf.Live.Wt,Potato.Stem.Live.Wt,Potato.Tuber.Live.Wt,Potato.Summariser.Total.Live.Wt,Potato.Leaf.LAI,Potato.Leaf.LiveN,Potato.Stem.Live.N,Potato.Tuber.Live.N,Potato.Total.Live.N,Potato.Tuber.DMconc,Potato.Tuber.LiveFWt,Potato.Summariser.AboveGround.Live.Wt,Potato.Summariser.Aboveground.Live.N,ExtraVariables.Script.AccumTtemerg,Potato.Summariser.AboveGround.Dead.N,Potato.Summariser.AboveGroundDeadWt,Potato.Leaf.SpecificArea
             SFF_03_04SituationHowey_100, 2004-04-05,                            yield,                      ,                      ,                  0.012,                   ,                   ,            1386.140,                               ,               ,                 ,                  ,             17.190,             17.190,              0.240,            5779.890,                                     ,                                    ,                                  ,                                    ,                                   ,                        
          SFF_03_04SituationHowey_Grower, 2004-04-05,                            yield,                      ,                      ,                  0.017,                   ,                   ,            1483.110,                               ,               ,                 ,                  ,             25.240,             25.240,              0.239,            6210.380,                                     ,                                    ,                                  ,                                    ,                                   ,                        
              SFF_03_04SituationHowey_PC, 2004-04-05,                            yield,                      ,                      ,                  0.014,                   ,                   ,            1439.560,                               ,               ,                 ,                  ,             20.510,             20.510,              0.248,            5808.040,                                     ,                                    ,                                  ,                                    ,                                   ,                        
            SFF_03_04SituationNewton_100, 2004-03-24,                            yield,                      ,                      ,                  0.013,                   ,                   ,            1614.050,                               ,               ,                 ,                  ,             20.520,             20.520,              0.230,            7023.620,                                     ,                                    ,                                  ,                                    ,                                   ,                        
         SFF_03_04SituationNewton_Grower, 2004-03-24,                            yield,                      ,                      ,                  0.014,                   ,                   ,            1871.160,                               ,               ,                 ,                  ,             25.330,             25.330,              0.230,            8136.220,                                     ,                                    ,                                  ,                                    ,                                   ,                        
             SFF_03_04SituationNewton_PC, 2004-03-24,                            yield,                      ,                      ,                  0.013,                   ,                   ,            1676.330,                               ,               ,                 ,                  ,             21.530,             21.530,              0.226,            7430.370,                                     ,                                    ,                                  ,                                    ,                                   ,                        
               SFF_03_04SituationPye_100, 2004-05-23,                            yield,                      ,                      ,                  0.013,                   ,                   ,            1467.270,                               ,               ,                 ,                  ,             19.510,             19.510,              0.219,            6715.090,                                     ,                                    ,                                  ,                                    ,                                   ,                        
            SFF_03_04SituationPye_Grower, 2004-05-23,                            yield,                      ,                      ,                  0.016,                   ,                   ,            1534.420,                               ,               ,                 ,                  ,             24.860,             24.860,              0.219,            7010.860,                                     ,                                    ,                                  ,                                    ,                                   ,                        
                SFF_03_04SituationPye_PC, 2004-05-23,                            yield,                      ,                      ,                  0.015,                   ,                   ,            1482.330,                               ,               ,                 ,                  ,             22.030,             22.030,              0.220,            6737.030,                                     ,                                    ,                                  ,                                    ,                                   ,                        
             SFF_03_04SituationScott_100, 2004-03-23,                            yield,                      ,                      ,                  0.014,                   ,                   ,            1711.000,                               ,               ,                 ,                  ,             23.570,             23.570,              0.240,            7148.070,                                     ,                                    ,                                  ,                                    ,                                   ,                        
          SFF_03_04SituationScott_Grower, 2004-03-23,                            yield,                      ,                      ,                  0.016,                   ,                   ,            1695.950,                               ,               ,                 ,                  ,             26.880,             26.880,              0.232,            7320.600,                                     ,                                    ,                                  ,                                    ,                                   ,                        
              SFF_03_04SituationScott_PC, 2004-03-23,                            yield,                      ,                      ,                  0.015,                   ,                   ,            1719.190,                               ,               ,                 ,                  ,             25.990,             25.990,              0.236,            7303.440,                                     ,                                    ,                                  ,                                    ,                                   ,                        
            SFF_04_05SituationHewson_100, 2005-04-10,                            yield,                      ,                      ,                  0.016,                   ,                   ,            1395.000,                               ,               ,                 ,                  ,             22.860,             22.860,              0.211,            6598.710,                                     ,                                    ,                                  ,                                    ,                                   ,                        
         SFF_04_05SituationHewson_Grower, 2005-04-10,                            yield,                      ,                      ,                  0.018,                   ,                   ,            1430.270,                               ,               ,                 ,                  ,             25.550,             25.550,              0.205,            6993.130,                                     ,                                    ,                                  ,                                    ,                                   ,                        
             SFF_04_05SituationHewson_PC, 2005-04-10,                            yield,                      ,                      ,                  0.018,                   ,                   ,            1424.800,                               ,               ,                 ,                  ,             25.450,             25.450,              0.208,            6855.690,                                     ,                                    ,                                  ,                                    ,                                   ,                        
             SFF_04_05SituationHowey_100, 2005-04-05,                            yield,                      ,                      ,                  0.015,                   ,                   ,            1237.400,                               ,               ,                 ,                  ,             18.370,             18.370,              0.226,            5479.850,                                     ,                                    ,                                  ,                                    ,                                   ,                        
          SFF_04_05SituationHowey_Grower, 2005-04-05,                            yield,                      ,                      ,                  0.019,                   ,                   ,            1551.650,                               ,               ,                 ,                  ,             29.820,             29.820,              0.221,            7022.690,                                     ,                                    ,                                  ,                                    ,                                   ,                        
              SFF_04_05SituationHowey_PC, 2005-04-05,                            yield,                      ,                      ,                  0.017,                   ,                   ,            1551.650,                               ,               ,                 ,                  ,             26.080,             26.080,              0.230,            6755.020,                                     ,                                    ,                                  ,                                    ,                                   ,                        
            SFF_04_05SituationNewton_100, 2005-03-23,                            yield,                      ,                      ,                  0.017,                   ,                   ,            1515.290,                               ,               ,                 ,                  ,             25.530,             25.530,              0.212,            7133.000,                                     ,                                    ,                                  ,                                    ,                                   ,                        
         SFF_04_05SituationNewton_Grower, 2005-03-23,                            yield,                      ,                      ,                  0.020,                   ,                   ,            1484.770,                               ,               ,                 ,                  ,             29.990,             29.990,              0.196,            7563.570,                                     ,                                    ,                                  ,                                    ,                                   ,                        
             SFF_04_05SituationNewton_PC, 2005-03-23,                            yield,                      ,                      ,                  0.017,                   ,                   ,            1569.090,                               ,               ,                 ,                  ,             26.880,             26.880,              0.206,            7595.790,                                     ,                                    ,                                  ,                                    ,                                   ,                        
               SFF_04_05SituationPye_100, 2005-04-07,                            yield,                      ,                      ,                  0.017,                   ,                   ,            1383.540,                               ,               ,                 ,                  ,             23.230,             23.230,              0.227,            6081.720,                                     ,                                    ,                                  ,                                    ,                                   ,                        
            SFF_04_05SituationPye_Grower, 2005-04-07,                            yield,                      ,                      ,                  0.018,                   ,                   ,            1370.350,                               ,               ,                 ,                  ,             25.080,             25.080,              0.221,            6193.660,                                     ,                                    ,                                  ,                                    ,                                   ,                        
                SFF_04_05SituationPye_PC, 2005-04-07,                            yield,                      ,                      ,                  0.018,                   ,                   ,            1433.360,                               ,               ,                 ,                  ,             25.550,             25.550,              0.225,            6383.220,                                     ,                                    ,                                  ,                                    ,                                   ,                        
             SFF_04_05SituationScott_100, 2005-04-12,                            yield,                      ,                      ,                  0.017,                   ,                   ,            1347.290,                               ,               ,                 ,                  ,             22.380,             22.380,              0.217,            6199.780,                                     ,                                    ,                                  ,                                    ,                                   ,                        
          SFF_04_05SituationScott_Grower, 2005-04-12,                            yield,                      ,                      ,                  0.018,                   ,                   ,            1410.590,                               ,               ,                 ,                  ,             25.920,             25.920,              0.217,            6505.950,                                     ,                                    ,                                  ,                                    ,                                   ,                        
              SFF_04_05SituationScott_PC, 2005-04-12,                            yield,                      ,                      ,                  0.017,                   ,                   ,            1315.290,                               ,               ,                 ,                  ,             22.260,             22.260,              0.219,            6040.280,                                     ,                                    ,                                  ,                                    ,                                   ,                        
            SFF_05_06SituationASW_Grower, 2005-04-12,                            yield,                      ,                      ,                  0.016,                   ,                   ,            1973.810,                               ,               ,                 ,                  ,             31.300,             31.300,              0.227,            8691.610,                                     ,                                    ,                                  ,                                    ,                                   ,                        
              SFF_05_06SituationASW_High, 2005-04-12,                            yield,                      ,                      ,                  0.017,                   ,                   ,            1820.800,                               ,               ,                 ,                  ,             30.730,             30.730,              0.220,            8281.760,                                     ,                                    ,                                  ,                                    ,                                   ,                        
               SFF_05_06SituationASW_Low, 2005-04-12,                            yield,                      ,                      ,                  0.014,                   ,                   ,            1938.270,                               ,               ,                 ,                  ,             27.600,             27.600,              0.240,            8070.570,                                     ,                                    ,                                  ,                                    ,                                   ,                        
                SFF_05_06SituationASW_PC, 2005-04-12,                            yield,                      ,                      ,                  0.016,                   ,                   ,            1814.510,                               ,               ,                 ,                  ,             30.010,             30.010,              0.223,            8127.160,                                     ,                                    ,                                  ,                                    ,                                   ,                        
          SFF_05_06SituationBalle_Grower, 2005-03-23,                            yield,                      ,                      ,                  0.014,                   ,                   ,            1600.360,                               ,               ,                 ,                  ,             22.460,             22.460,              0.204,            7853.840,                                     ,                                    ,                                  ,                                    ,                                   ,                        
            SFF_05_06SituationBalle_High, 2005-03-23,                            yield,                      ,                      ,                  0.018,                   ,                   ,            1356.290,                               ,               ,                 ,                  ,             24.110,             24.110,              0.183,            7361.910,                                     ,                                    ,                                  ,                                    ,                                   ,                        
             SFF_05_06SituationBalle_Low, 2005-03-23,                            yield,                      ,                      ,                  0.015,                   ,                   ,            1489.810,                               ,               ,                 ,                  ,             22.160,             22.160,              0.194,            7693.960,                                     ,                                    ,                                  ,                                    ,                                   ,                        
              SFF_05_06SituationBalle_PC, 2005-03-23,                            yield,                      ,                      ,                  0.017,                   ,                   ,            1517.980,                               ,               ,                 ,                  ,             24.870,             24.870,              0.190,            7921.470,                                     ,                                    ,                                  ,                                    ,                                   ,                        
           SFF_05_06SituationCOEL_Grower, 2005-04-26,                            yield,                      ,                      ,                  0.016,                   ,                   ,            1245.810,                               ,               ,                 ,                  ,             20.130,             20.130,              0.206,            6055.650,                                     ,                                    ,                                  ,                                    ,                                   ,                        
             SFF_05_06SituationCOEL_High, 2005-04-26,                            yield,                      ,                      ,                  0.017,                   ,                   ,            1305.650,                               ,               ,                 ,                  ,             21.960,             21.960,              0.213,            6118.480,                                     ,                                    ,                                  ,                                    ,                                   ,                        
              SFF_05_06SituationCOEL_Low, 2005-04-26,                            yield,                      ,                      ,                  0.015,                   ,                   ,            1268.300,                               ,               ,                 ,                  ,             19.650,             19.650,              0.208,            6101.350,                                     ,                                    ,                                  ,                                    ,                                   ,                        
               SFF_05_06SituationCOEL_PC, 2005-04-26,                            yield,                      ,                      ,                  0.017,                   ,                   ,            1310.750,                               ,               ,                 ,                  ,             22.760,             22.760,              0.211,            6212.020,                                     ,                                    ,                                  ,                                    ,                                   ,                        
            SFF_06_07SituationASW_Grower, 2007-02-19,                            yield,                      ,                      ,                  0.015,                   ,                   ,            1545.510,                               ,               ,                 ,                  ,             22.840,             22.840,              0.220,            7017.480,                                     ,                                    ,                                  ,                                    ,                                   ,                        
              SFF_06_07SituationASW_High, 2007-02-19,                            yield,                      ,                      ,                  0.017,                   ,                   ,            1325.660,                               ,               ,                 ,                  ,             22.160,             22.160,              0.206,            6446.840,                                     ,                                    ,                                  ,                                    ,                                   ,                        
               SFF_06_07SituationASW_Low, 2007-02-19,                            yield,                      ,                      ,                  0.011,                   ,                   ,            1613.630,                               ,               ,                 ,                  ,             18.240,             18.240,              0.230,            7021.280,                                     ,                                    ,                                  ,                                    ,                                   ,                        
                SFF_06_07SituationASW_PC, 2007-02-19,                            yield,                      ,                      ,                  0.014,                   ,                   ,            1515.050,                               ,               ,                 ,                  ,             21.760,             21.760,              0.220,            6876.870,                                     ,                                    ,                                  ,                                    ,                                   ,                        
          SFF_06_07SituationBalle_Grower, 2007-02-16,                            yield,                      ,                      ,                  0.016,                   ,                   ,            1672.080,                               ,               ,                 ,                  ,             26.510,             26.510,              0.242,            6949.160,                                     ,                                    ,                                  ,                                    ,                                   ,                        
            SFF_06_07SituationBalle_High, 2007-02-16,                            yield,                      ,                      ,                  0.016,                   ,                   ,            1685.490,                               ,               ,                 ,                  ,             26.300,             26.300,              0.249,            6780.060,                                     ,                                    ,                                  ,                                    ,                                   ,                        
             SFF_06_07SituationBalle_Low, 2007-02-16,                            yield,                      ,                      ,                  0.014,                   ,                   ,            1518.920,                               ,               ,                 ,                  ,             21.330,             21.330,              0.243,            6252.780,                                     ,                                    ,                                  ,                                    ,                                   ,                        
              SFF_06_07SituationBalle_PC, 2007-02-16,                            yield,                      ,                      ,                  0.016,                   ,                   ,            1647.120,                               ,               ,                 ,                  ,             25.650,             25.650,              0.248,            6647.860,                                     ,                                    ,                                  ,                                    ,                                   ,                        
           SFF_06_07SituationCOEL_Grower, 2007-04-11,                            yield,                      ,                      ,                  0.014,                   ,                   ,            1707.520,                               ,               ,                 ,                  ,             24.670,             24.670,              0.222,            7695.770,                                     ,                                    ,                                  ,                                    ,                                   ,                        
             SFF_06_07SituationCOEL_High, 2007-04-11,                            yield,                      ,                      ,                  0.016,                   ,                   ,            1708.100,                               ,               ,                 ,                  ,             27.560,             27.560,              0.222,            7700.770,                                     ,                                    ,                                  ,                                    ,                                   ,                        
              SFF_06_07SituationCOEL_Low, 2007-04-11,                            yield,                      ,                      ,                  0.013,                   ,                   ,            1587.830,                               ,               ,                 ,                  ,             20.560,             20.560,              0.228,            6951.040,                                     ,                                    ,                                  ,                                    ,                                   ,                        
               SFF_06_07SituationCOEL_PC, 2007-04-11,                            yield,                      ,                      ,                  0.015,                   ,                   ,            1608.460,                               ,               ,                 ,                  ,             23.890,             23.890,              0.222,            7240.220,                                     ,                                    ,                                  ,                                    ,                                   ,                        
         SFF_06_07SituationFraser_Grower, 2007-03-15,                            yield,                      ,                      ,                  0.019,                   ,                   ,            1563.340,                               ,               ,                 ,                  ,             29.130,             29.130,              0.181,            8659.180,                                     ,                                    ,                                  ,                                    ,                                   ,                        
           SFF_06_07SituationFraser_High, 2007-03-15,                            yield,                      ,                      ,                  0.019,                   ,                   ,            1588.850,                               ,               ,                 ,                  ,             29.730,             29.730,              0.182,            8730.260,                                     ,                                    ,                                  ,                                    ,                                   ,                        
            SFF_06_07SituationFraser_Low, 2007-03-15,                            yield,                      ,                      ,                  0.018,                   ,                   ,            1579.420,                               ,               ,                 ,                  ,             28.370,             28.370,              0.186,            8440.210,                                     ,                                    ,                                  ,                                    ,                                   ,                        
             SFF_06_07SituationFraser_PC, 2007-03-15,                            yield,                      ,                      ,                  0.020,                   ,                   ,            1638.460,                               ,               ,                 ,                  ,             31.980,             31.980,              0.178,            9221.690,                                     ,                                    ,                                  ,                                    ,                                   ,                        
          SFF_06_07SituationOlsen_Grower, 2007-04-07,                            yield,                      ,                      ,                  0.015,                   ,                   ,             863.740,                               ,               ,                 ,                  ,             13.130,             13.130,              0.216,            4007.230,                                     ,                                    ,                                  ,                                    ,                                   ,                        
            SFF_06_07SituationOlsen_High, 2007-04-07,                            yield,                      ,                      ,                  0.016,                   ,                   ,             812.360,                               ,               ,                 ,                  ,             12.690,             12.690,              0.211,            3834.210,                                     ,                                    ,                                  ,                                    ,                                   ,                        
             SFF_06_07SituationOlsen_Low, 2007-04-07,                            yield,                      ,                      ,                  0.014,                   ,                   ,             701.000,                               ,               ,                 ,                  ,              9.840,              9.840,              0.217,            3240.460,                                     ,                                    ,                                  ,                                    ,                                   ,                        
              SFF_06_07SituationOlsen_PC, 2007-04-07,                            yield,                      ,                      ,                  0.014,                   ,                   ,             784.160,                               ,               ,                 ,                  ,             11.110,             11.110,              0.215,            3656.870,                                     ,                                    ,                                  ,                                    ,                                   ,                        
       SFF_06_07SituationWhaitiri_Grower, 2007-04-23,                            yield,                      ,                      ,                  0.018,                   ,                   ,            1001.920,                               ,               ,                 ,                  ,             17.930,             17.930,              0.206,            4890.010,                                     ,                                    ,                                  ,                                    ,                                   ,                        
         SFF_06_07SituationWhaitiri_High, 2007-04-23,                            yield,                      ,                      ,                  0.018,                   ,                   ,            1062.640,                               ,               ,                 ,                  ,             19.460,             19.460,              0.206,            5162.870,                                     ,                                    ,                                  ,                                    ,                                   ,                        
          SFF_06_07SituationWhaitiri_Low, 2007-04-23,                            yield,                      ,                      ,                  0.019,                   ,                   ,             948.190,                               ,               ,                 ,                  ,             17.830,             17.830,              0.196,            4866.180,                                     ,                                    ,                                  ,                                    ,                                   ,                        
           SFF_06_07SituationWhaitiri_PC, 2007-04-23,                            yield,                      ,                      ,                  0.018,                   ,                   ,            1061.960,                               ,               ,                 ,                  ,             19.140,             19.140,              0.205,            5183.620,                                     ,                                    ,                                  ,                                    ,                                   ,                        
      SFF_06_07SituationWhitfield_Grower, 2007-04-27,                            yield,                      ,                      ,                  0.020,                   ,                   ,            1264.140,                               ,               ,                 ,                  ,             25.340,             25.340,              0.195,            6510.160,                                     ,                                    ,                                  ,                                    ,                                   ,                        
        SFF_06_07SituationWhitfield_High, 2007-04-27,                            yield,                      ,                      ,                  0.021,                   ,                   ,            1255.860,                               ,               ,                 ,                  ,             26.320,             26.320,              0.190,            6643.490,                                     ,                                    ,                                  ,                                    ,                                   ,                        
         SFF_06_07SituationWhitfield_Low, 2007-04-27,                            yield,                      ,                      ,                  0.020,                   ,                   ,            1350.150,                               ,               ,                 ,                  ,             27.600,             27.600,              0.195,            6940.150,                                     ,                                    ,                                  ,                                    ,                                   ,                        
          SFF_06_07SituationWhitfield_PC, 2007-04-27,                            yield,                      ,                      ,                  0.021,                   ,                   ,            1185.720,                               ,               ,                 ,                  ,             25.030,             25.030,              0.193,            6146.270,                                     ,                                    ,                                  ,                                    ,                                   ,                        
                   SRFFertiliser150Mould, 2003-01-14,                                 ,                 0.045,                 0.031,                       ,             15.810,              8.520,               0.290,                         56.490,          0.340,            0.720,             0.260,                   ,              0.980,              0.100,               2.920,                               31.870,                               0.100,                           199.920,                                    ,                                   ,               21254.891
                   SRFFertiliser150Mould, 2003-01-29,                                 ,                 0.055,                 0.021,                  0.018,             96.560,             59.810,              40.880,                        353.610,          2.510,            5.300,             1.250,              0.740,              7.300,              0.136,             299.450,                              156.360,                               0.660,                           382.830,                                    ,                                   ,               25920.131
                   SRFFertiliser150Mould, 2003-02-10,                                 ,                 0.054,                 0.020,                  0.016,            134.650,            107.020,             211.380,                        694.720,          5.260,            7.250,             2.150,              3.430,             12.820,              0.147,            1437.000,                              241.670,                               0.940,                           537.820,                                    ,                                   ,               38804.840
                   SRFFertiliser150Mould, 2003-02-26,                                 ,                 0.049,                 0.017,                  0.015,             87.150,            334.390,             496.920,                       1339.990,          3.090,            4.280,             5.630,              7.470,             17.390,              0.161,            3078.240,                              421.540,                               0.990,                           728.790,                                    ,                                   ,               34662.250
                   SRFFertiliser150Mould, 2003-03-11,                                 ,                 0.045,                 0.011,                  0.013,             57.950,            321.290,             853.310,                       1611.790,          2.280,            2.630,             3.540,             11.370,             17.540,              0.177,            4709.670,                              379.240,                               0.620,                           904.990,                                    ,                                   ,               39925.879
                   SRFFertiliser150Mould, 2003-03-25,                                 ,                 0.040,                 0.009,                  0.011,             41.770,            190.680,            1384.790,                       1849.700,          1.660,            1.660,             1.660,             15.340,             18.660,              0.201,            6889.310,                              232.450,                               0.330,                          1084.770,                                    ,                                   ,               39679.102
                   SRFFertiliser150Mould, 2003-05-12,                            yield,                      ,                      ,                  0.015,                   ,                   ,            1298.850,                               ,               ,                 ,                  ,             19.310,             19.310,              0.191,            6814.580,                                     ,                                    ,                          1517.600,                                    ,                                   ,                        
                   SRFFertiliser150Split, 2003-01-14,                                 ,                 0.046,                 0.031,                       ,             18.070,             10.820,               0.330,                         67.080,          0.410,            0.820,             0.330,                   ,              1.160,              0.100,               3.300,                               37.860,                               0.120,                           199.920,                                    ,                                   ,               22076.240
                   SRFFertiliser150Split, 2003-01-29,                                 ,                 0.053,                 0.021,                  0.018,             99.440,             60.270,              38.090,                        357.510,          2.590,            5.250,             1.260,              0.700,              7.210,              0.124,             310.420,                              159.710,                               0.650,                           382.830,                                    ,                                   ,               25756.949
                   SRFFertiliser150Split, 2003-02-10,                                 ,                 0.053,                 0.018,                  0.015,            147.760,            115.700,             203.680,                        730.600,          5.460,            7.850,             2.100,              3.170,             13.120,              0.150,            1361.850,                              263.460,                               1.000,                           537.820,                                    ,                                   ,               36739.949
